text,translation,target
hey guys hows it hangin not much news but one of my BFF's just cracked a rib kind of feel sorry 4 her i just got the sickest beats of T.I ,"Hey Leute, wie geht's? Nicht viel Neues, aber eine meiner besten Freundinnen hat sich gerade eine Rippe gebrochen, irgendwie tut sie mir leid. Ich habe gerade die coolsten Beats von T.I bekommen.",4
Favorite party about last night... Getting attention from guys while you sat and watched! ,"Liebste Party von gestern Abend... Aufmerksamkeit von Jungs zu bekommen, während du da saßt und zuschaust!",4
Will be away for a few minutes now. LUNCH!  hehe x,Bin jetzt für ein paar Minuten weg. MITTAGS! hehe x,4
just finished working out ,Habe gerade mit dem Training beendet.,4
"@KayluvsChrisM Pleasseee, I need it ","@KayluvsChrisM Bitteee, ich brauche es.",0
"Please don't leave, Tevez!  I rather dump Berbatov to be honest. a lazy player with 30 Mil tag. http://tinyurl.com/oddnpu (via @MUFCNews)","Bitte geh nicht, Tevez! Ich würde ehrlich gesagt eher Berbatov loswerden. Ein fauler Spieler mit einem 30-Millionen-Preisschild. http://tinyurl.com/oddnpu (via @MUFCNews)",0
@TheSourceress awww well sleep well when you fall asleep ,"@TheSourceress awww schlaf gut, wenn du einschläfst",4
Just attempting to watch Quantum of Solace again after leaving it disappointed sometime ago... Yes it is as crap as I remembered ,"Versuche gerade, Quantum of Solace wieder anzuschauen, nachdem ich es vor einiger Zeit enttäuscht verlassen habe... Ja, es ist genauso schlecht, wie ich mich erinnere",0
just woke up!!  off to Westfield in a while. AGAAAIIN - COMMENT*SUBSCRIBE http://youtube.com/anyuhh ; http://anja02.multiply.com/video,gerade aufgewacht!! bald nach Westfield. WIEDER - KOMMENTAR*ABONNIEREN http://youtube.com/anyuhh ; http://anja02.multiply.com/video,4
"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things ","Verbrachte den Abend damit, auf Suki aufzupassen, die überall hinscheißt, von der Terrasse in den Graben fällt und jammert & gegen Dinge läuft",0
@iamjonathancook WHY ARENT YOU GUYS COMING TO TORONTOS WARPED TOUR DATE ?! same with atl. whatta dissapointment ,@iamjonathancook WARUM KOMMT IHR NICHT ZUM WARPED TOUR DATUM IN TORONTO?! genauso wie atl. was für eine Enttäuschung,0
On my way to @wesleyshearer's for breakfast ,Auf dem Weg zu @wesleyshearer's zum Frühstück,4
"Good morning! Feeling a little sNaRkY this morning.  How are you, you, you AND you?  ","Guten Morgen! Fühle mich heute Morgen ein bisschen sNaRkY. Wie geht es dir, dir, dir UND dir?",4
"@gardeninggeeks wow you're my first follower.  I assume that's from my Oprah message. lol.  Anyway, thanks. ","@gardeninggeeks wow du bist mein erster Follower. Ich nehme an, das kommt von meiner Oprah-Nachricht. lol. Wie auch immer, danke.",4
Is at home. Bleck. ,Bin zu Hause. Pfui.,0
gosh i miss junpyo!  gotta hit quiapo for the the BOF dvd! LOL,"Mann, ich vermisse Junpyo! Muss nach Quiapo für die BOF-DVD! LOL",0
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note ,"Sende wütende Schwingungen an die Person in einem blauen Fahrzeug, die mein Auto auf dem QFC-Parkplatz an der Broad Street getroffen hat und es versäumt hat, einen Zettel zu hinterlassen",0
@youcollme  I  was going to mention that you probably forgot  but the msg was just too long. I'm jealous you dreamt something wonderful ,"@youcollme Ich wollte erwähnen, dass du es wahrscheinlich vergessen hast, aber die Nachricht war einfach zu lang. Ich bin neidisch, dass du etwas Wunderbares geträumt hast",0
"@RenoJacy Wow, who doesn't love me? Mama doesn't ","@RenoJacy Wow, wer liebt mich nicht? Mama nicht",0
"@bhaugh Hrm, happy &quot;10,000 days old&quot; day? ","@bhaugh Hrm, fröhlicher ""10.000 Tage alt"" Tag?",4
excited that wristcutters is finally on On Demand ,"freue mich, dass Wristcutters endlich On Demand ist",4
"@chickieleighc Lol. Your welcome.   Fifth Element is one of my favorite movies, and well Star Trek.. is Star Trek! ;)","@chickieleighc Lol. Gern geschehen. Das Fünfte Element ist einer meiner Lieblingsfilme, und nun ja, Star Trek.. ist Star Trek! ;)",4
power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,Power-Werbung: Wie handhabt ihr Fax? Ich möchte sie per E-Mail erhalten. Kein Stress. Hat jemand MyFax ausprobiert? http://is.gd/LfD3,4
"@BrandenHaydon Yes, I really do. ","@BrandenHaydon Ja, das tue ich wirklich.",4
@tromboneforhire nooope  its long gone. getting an iphone soon,"@tromboneforhire nein, es ist lange her. bekomme bald ein iPhone",0
Following P!nk  (L)(L),Folge P!nk (L)(L),4
@common Hey !! XOXO ,Hey !! Bussi Bussi,4
@cathicks I don't get it. ,Ich verstehe es nicht.,0
@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,"Es ist wirklich schwierig, Fernbeziehungen zu führen. Ich habe es auch erlebt.",0
@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,"ARBEITEST DU MORGEN?!? Mist, Cathay Shutter ist sehr schwer.",0
@radosko He was so sad...tried to hold back tears at one point. ,"Er war so traurig... versuchte an einem Punkt, Tränen zurückzuhalten.",0
@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,"Wie großartig? Lol... Ich denke, sie waren gut, aber es könnte immer noch besser sein.",0
"Morning. I have messy hair, and it's wet. Time to get dressed. Science, History, R.E and Music exam today ","Guten Morgen. Ich habe ungekämmte Haare, und sie sind nass. Zeit, sich anzuziehen. Heute stehen Wissenschafts-, Geschichts-, Religions- und Musikprüfungen an.",4
@CatBickmore Unfortunately Miss Bickmore - me doesnt have iPhone  So couldn't tell thee.. Isn't settings at the tim next to FIND PEOPLE?,"Leider, Miss Bickmore - ich habe kein iPhone. Konnte dir also nicht sagen... Sind die Einstellungen beim nächsten Mal neben FIND PEOPLE?",0
i finally succumbed to twitter. ,Ich habe mich endlich Twitter ergeben.,4
@csinger4ever I am lost. Please help me find a good home. ,"Ich bin verloren. Bitte hilf mir, ein gutes Zuhause zu finden.",0
@Rosental  Porto is incredibly beautiful.,Porto ist unglaublich schön.,4
Is watchin her burger n chips being cookd lol  x,"Beobachte, wie ihr Burger und Pommes gekocht werden, lol x",4
last tonight show with jay  looking forward to conan ,"Letzte Tonight Show mit Jay, freue mich auf Conan.",0
is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,"Ich werde so traurig sein, wenn mein Freund zurück nach Land O' zieht... besonders da ich bis August nicht fahren kann wegen diesem blöden Fuß.",0
Up since 3:00. Going to be a looooong day. ,Seit 3:00 Uhr wach. Es wird ein langer Tag.,0
I want to see away we go!!! i love you john ,"Ich möchte ""Away We Go"" sehen!!! Ich liebe dich, John.",4
Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.,Kann in China nicht auf Google zugreifen - SCHADE. Ich muss wohl MS's neue www.bing.com benutzen. Meh.,0
"Saw the Hawks' Dustin Byfuglien, Kris Versteeg &amp; Colin Fraser out in the neighborhood on this kick ass Thursday morn. Conference Finals ","Sah die Hawks' Dustin Byfuglien, Kris Versteeg & Colin Fraser in der Nachbarschaft an diesem coolen Donnerstagmorgen. Conference Finals.",4
3 words = Weather - Shite - Arrgh!! ,3 Worte = Wetter - Mist - Arrgh!!,0
@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,"OMG, ihr seid so falsch!!!!!!!!!! LOL, ich würde NIEMALS!!!!!!! NEIN Newnue Nein!!!",0
@julianzito sharing is caring ,@julianzito Teilen ist Fürsorge,4
@shaundiviney i fucking missed my call! what happens then ,@shaundiviney Ich habe meinen Anruf verpasst! Was passiert dann?,0
"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out ","@Juuuuls Ja, das wollen wir nicht. Vielleicht umarmt er mich nicht mehr, wenn er es herausfindet.",0
"Did some Summer cleaning of my computer, removed 12.5GB ","Habe meinen Computer im Sommer aufgeräumt, 12,5 GB entfernt.",4
"@pursebuzz Finally someone admits it! Storyline is unique, but once it was over I felt a little gypped with the casual/nonchalant ending. ","@pursebuzz Endlich gibt jemand zu! Die Handlung ist einzigartig, aber als es vorbei war, fühlte ich mich etwas enttäuscht von dem lässigen Ende.",0
figured out the Internet on my new iPod ,Habe das Internet auf meinem neuen iPod herausgefunden.,4
once the concert stories start rollin in I might have to go into hibernation ,"Sobald die Konzertgeschichten anfangen, könnte ich in den Winterschlaf gehen müssen.",0
I think I start loving FriendFeed  http://ff.im/422Be,"Ich glaube, ich fange an, FriendFeed zu lieben http://ff.im/422Be",4
"@tommcfly tom,i'm freaking out..please reply me! i miss you ","@tommcfly Tom, ich drehe durch... bitte antworte mir! Ich vermisse dich.",0
I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,"Ich bin nicht so krank wie @loobydo, aber ich bin kein glückliches Häschen - ich habe Schmerzen.",0
Was up to early this morning - Went to the tip and everything ! Feeling tired now. Feel a relaxing trip to the pub coming on ! ,"War heute Morgen zu früh auf - war auf der Mülldeponie und alles! Fühle mich jetzt müde. Denke, ein entspannter Ausflug in die Kneipe steht an!",4
Its unatural to play a game thatlong. Goodnight. Im really worried about channy ,"Es ist unnatürlich, so lange ein Spiel zu spielen. Gute Nacht. Ich mache mir wirklich Sorgen um Channy.",0
"Now I'm going to cook something to my family. I really love cooking and baking. They calm me down, and after cooking or baking I'm happy. ","Jetzt werde ich etwas für meine Familie kochen. Ich liebe es wirklich zu kochen und zu backen. Sie beruhigen mich, und nach dem Kochen oder Backen bin ich glücklich.",4
Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,"Größer! Tasche ist gerissen, als ich in die U-Bahn sprang, die dann meinen Fuß einklemmte! Hätte fast meinen Flip-Flop verloren.",0
@saturnboy good job!  So pretty ,@saturnboy Gute Arbeit! So hübsch.,4
"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization","@martinb9999 Muss zuerst einen Mac mit Intel-Basis bekommen, aber das wirkt sich auf die Wahl zwischen Dual-Core und Quad-Core aus, letzteres ist wahrscheinlich besser für die Virtualisierung.",4
@itsmeleighton hey leighton! how are you? i really like your songs!  you're such a great actress  take care!,@itsmeleighton Hey Leighton! Wie geht es dir? Ich mag deine Lieder wirklich gerne! Du bist eine großartige Schauspielerin. Pass auf dich auf!,4
@TaviGreiner ugh what a pain. It has happened to me many times. ,"@TaviGreiner Uff, was für eine Qual. Das ist mir schon oft passiert.",0
time to enjoy what's left of the weekend after a day in work...homemade pizza for tea &amp; cannot wait for a lie in tomorrow ,"Zeit, das zu genießen, was vom Wochenende übrig ist, nach einem Arbeitstag... selbstgemachte Pizza zum Abendessen &amp; freue mich schon auf ein Ausschlafen morgen.",4
Its 6.36pm in the lovely Albany. What time is it over there guys? Love to here from you! ,Es ist 18:36 Uhr im schönen Albany. Wie spät ist es bei euch? Würde gerne von euch hören!,4
@hillsongunited can't wait to worship with you guys tonight. it'll be so much fun ,"@hillsongunited Ich kann es kaum erwarten, heute Abend mit euch anzubeten. Es wird so viel Spaß machen.",4
@ankurjain84 i like to remember it as M goes with M ie Mallory Weiss is the Mucosal tear. Then the other one's the other one. ,"@ankurjain84 Ich erinnere mich gerne daran, dass M mit M geht, d.h. Mallory Weiss ist der Schleimhautriss. Dann ist der andere der andere.",4
My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),Mein Bruder muss mich hassen. Er hat nicht ans Telefon gegangen und mich auch nicht zurückgerufen. Entweder das oder er schläft oder ist bei der Arbeit. ;),0
leavin the r-side soon... i'm actually gunna miss it ,Verlasse bald die R-Seite... ich werde sie tatsächlich vermissen.,0
@Gailporter morning..good for you.. good news on the smile front  ,@Gailporter Guten Morgen... gut für dich... gute Nachrichten auf der Lächel-Front.,4
@zaxonate47  kaathaala romba bore adichathu.. athan   hws t hot hot weekend,@zaxonate47 Kaathaala war sehr langweilig... wie war das heiße heiße Wochenende?,4
@pretas I'm real good.  How's the biz?,@pretas Mir geht es wirklich gut. Wie läuft das Geschäft?,4
yay twitter is back  i'm glad i was only awake for 4 minutes of this maintenance crap.,"Juhu, Twitter ist zurück. Ich bin froh, dass ich nur 4 Minuten von diesem Wartungskram wach war.",4
Belgium's still the same ,Belgien ist immer noch dasselbe.,4
@josche LuckyLucky boy. My bf and I broke up...the distance was too much. So happy for you.  Rock that boys world. ,@josche Glücklicher Junge. Mein Freund und ich haben uns getrennt... die Entfernung war zu viel. Freue mich sehr für dich. Rocke seine Welt.,4
"@scottrmcgrew I know sleep is so over rated! who needs it, right! ","@scottrmcgrew Ich weiß, Schlaf ist so überbewertet! Wer braucht das schon, richtig!",4
Taking my sister to the airport ,Bringe meine Schwester zum Flughafen.,0
This is the awkwardest thing ever...he is weird bekki  and needs a shower haha,"Das ist das unangenehmste Ding überhaupt... er ist komisch, Bekki, und braucht eine Dusche, haha.",0
Sore as helllll... :/ Mothers day though. I'm not a mother... No presents. ,Verdammt wund... :/ Muttertag jedoch. Ich bin keine Mutter... Keine Geschenke.,0
Hey @my4brats!  Long time no talk girl! ,"Hey @my4brats! Lange nicht gesprochen, Mädchen!",4
@VincentWright Yeah. It's not an easy time out there now. Thankfully there are good ppl like @pinkslipped and @pinkGIFT to help! ,"@VincentWright Ja, es ist momentan keine einfache Zeit da draußen. Zum Glück gibt es gute Leute wie @pinkslipped und @pinkGIFT, die helfen!",4
Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,"Sieht so aus, als würde ich nicht vor dem Erscheinen meines Albums operiert werden. Werde meinen Vater überraschen, ihn bei der Arbeit besuchen und mit ihm zu Mittag essen! Frohen verspäteten Vatertag!",0
I need dinner but I'm still waiting for a fax from work.  Also I have no food. Attn! Need partner who cooks. I am inept. lol,"Ich brauche Abendessen, aber warte immer noch auf ein Fax von der Arbeit. Außerdem habe ich kein Essen. Achtung! Suche Partner, der kocht. Ich bin unfähig, lol.",0
@JosephLane sorry to read about your grandmother's passing. ,"@JosephLane Tut mir leid, von dem Tod deiner Großmutter zu lesen.",0
@DebbyBruck beautiful! when children smile the world smiles ,"@DebbyBruck Wunderschön! Wenn Kinder lächeln, lächelt die Welt.",4
good morning..i woke up to my boo leavin me  wat im i goin to do for like 4 days??? im miss you already,"Guten Morgen.. ich bin aufgewacht und mein Schatz hat mich verlassen, was soll ich für etwa 4 Tage tun??? Ich vermisse dich schon",0
Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7,"Jeder sollte sich @ItsTyraB's Song ""You givin' me a rush"" anhören, er ist erstaunlich & eine Version von @PaulaAbdul's ""Rush Rush"" http://bit.ly/3bVs7",4
is taking ESV study bible to church dispite chiropractors recomendations not to  it's big,"Nehme die ESV-Studienbibel trotz der Empfehlungen der Chiropraktiker mit in die Kirche, sie ist groß",4
I look forward to joining the revolution ,"Ich freue mich darauf, mich der Revolution anzuschließen",4
@Akelaa You're welcome! Google Wave Rocks! Can't wait to use it ,"@Akelaa Gern geschehen! Google Wave ist großartig! Kann es kaum erwarten, es zu benutzen",4
My poor doggie just had surgery and he is in alot of pain  but we saved his life.,"Mein armer Hund hatte gerade eine Operation und er hat sehr starke Schmerzen, aber wir haben sein Leben gerettet",0
@hardik that's one of the downsides of my job. no stock dealing shealing allowed!!! ,@hardik das ist einer der Nachteile meines Jobs. Kein Aktienhandel erlaubt!!!,0
@nemoniknemonik About time! ,@nemoniknemonik Wird auch Zeit!,4
Also doesn't help that it is an absolutely gorgeous Boston day (mid 70s) AND @stacey_a_allen invited me to her sister's grad party. ,"Es hilft auch nicht, dass es ein absolut wunderschöner Tag in Boston ist (Mitte 70er Jahre) UND @stacey_a_allen mich zu der Abschlussfeier ihrer Schwester eingeladen hat",0
@CicelyElizabeth ok goodnight ,@CicelyElizabeth okay gute Nacht,4
@blueredhead09 have fun!! You'll have to tell me all about it! ,@blueredhead09 Viel Spaß!! Du musst mir alles darüber erzählen!,4
"going to sainsburys n then cutteslowe after ,by the way this message is sent through txt not web  x","Gehe zu Sainsbury's und dann nach Cutteslowe, übrigens wird diese Nachricht per SMS und nicht über das Web gesendet x",4
is really taking life hard right now. ,Nimmt das Leben gerade wirklich schwer,0
http://fotolog.com/iheartmarion please?  about marion cotillard â¥,http://fotolog.com/iheartmarion bitte? über Marion Cotillard ♥,4
@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas ,"@mikegentile hey Hengst. Ausgerechnet du kommst ins Land der Huren, wenn ich auf den Bahamas bin",0
@noopman Remote? I prefer to be on site.  There's no substitute for working with people in person,"@noopman Fernbedienung? Ich ziehe es vor, vor Ort zu sein. Es gibt keinen Ersatz für die Zusammenarbeit mit Menschen persönlich",4
"@jamiefarhat so I'm leaving soon to go to a park with my mum, but when I return we must watch LOST, oh and I'm on episode 11 of BTVS ","@jamiefarhat also gehe ich bald mit meiner Mutter in einen Park, aber wenn ich zurückkomme, müssen wir LOST schauen, oh und ich bin bei Episode 11 von BTVS",4
Only 1 hour 50 minutes left of work  Better get back to it then ,Nur noch 1 Stunde und 50 Minuten Arbeit übrig. Dann besser wieder ran,0
@janelle30 Or &quot;there&quot; - whatever.  It's bloody early! But insomnia = fresh blueberry muffins for breakfast. Mmm!,"@janelle30 Oder ""dort"" - egal. Es ist verdammt früh! Aber Schlaflosigkeit = frische Blaubeermuffins zum Frühstück. Mmm!",4
Home from the AWESOME Eddie Vedder show.  Wish I was going tomorrow night too ,"Zuhause von der GENIALEN Eddie Vedder Show. Wünschte, ich würde auch morgen Abend gehen",0
My throat is still soreeeee  I can't wait until this is overrrrr,"Mein Hals tut immer noch weh. Ich kann es kaum erwarten, bis das vorbei ist.",0
"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1","Bah! Aufregende Sachen von Kimi, wünschte er wäre nicht voller Treibstoff. #f1",0
Hey the @JonasBrothers are doing a live web chat on May 7th! I'm inviting you! http://bit.ly/14etEe #jonaslive ,"Hey, die @JonasBrothers machen am 7. Mai einen Live-Web-Chat! Ich lade dich ein! http://bit.ly/14etEe #jonaslive",4
@ddlovato sana claus s tru you are so very pretty ,"@ddlovato Weihnachtsmann ist wahr, du bist so hübsch.",4
boored and still doesnt get whats TWITTER:someone plss explain to me ,"Langweilig und verstehe immer noch nicht, was TWITTER ist: Kann mir bitte jemand erklären?",4
getting ready for work...I'm tired of smelling like fries and looking like I had a fight with a milkshake!! (No not McDonald's hun)  ,"Mache mich bereit für die Arbeit... Ich bin es leid, nach Pommes zu riechen und auszusehen, als hätte ich mich mit einem Milchshake geprügelt!! (Nein, nicht McDonald's, Liebling)",0
@skiNZ_Official woohooooooooooo!! is stalking ya! ,@skiNZ_Official wohooooooo!! stalkt dich!,4
Smiley button badges (RM2.50 for 10pcs) and memo pad (RM2 each). Keep on smiling ,"Smiley-Button-Abzeichen (RM2,50 für 10 Stück) und Notizblock (RM2 pro Stück). Immer schön lächeln.",4
"@ work early, emptied the dishwasher, cleaned the kitchen, and made coffee....and its only 10 after 8. ","Früh bei der Arbeit, habe den Geschirrspüler ausgeräumt, die Küche geputzt und Kaffee gemacht... und es ist erst 10 nach 8.",4
@mefries Hours lost in the parks   I am so sorry!,@mefries Stunden in den Parks verloren. Es tut mir so leid!,0
Ok so everytime i read twitter i so want to be a superstar ,"Ok, jedes Mal, wenn ich Twitter lese, möchte ich ein Superstar sein.",0
I want to go back to sleep. It would be nice to have someone to bury myself into.  I hope I will have that again soon...,"Ich möchte zurück ins Bett. Es wäre schön, jemanden zu haben, in den ich mich verkriechen kann. Ich hoffe, dass ich das bald wieder haben werde...",0
A great hard training weekend is over.  a couple days of rest and lets do it again!  Lots of computer time to put in now ,Ein großartiges hartes Trainingswochenende ist vorbei. Ein paar Tage Ruhe und dann geht es wieder los! Jetzt viel Zeit am Computer verbringen.,0
"@ktcronier hahaha thanks, Katie! ","@ktcronier hahaha danke, Katie!",4
Kelly Clarkson is actually very smart and funny! such a relief  #fb (watching good news week),Kelly Clarkson ist tatsächlich sehr klug und lustig! Eine Erleichterung #fb (schaut gute Nachrichten Woche),4
A squirrel says to a tree: &quot;I did not store any acorns for the winter so I am dead&quot;. It is funny because the squirrel is dead.  LoL,"Ein Eichhörnchen sagt zu einem Baum: ""Ich habe keine Eicheln für den Winter gelagert, also bin ich tot."" Es ist lustig, weil das Eichhörnchen tot ist. LoL",4
Still not feelin' this Tweeting thing ,Finde dieses Twittern immer noch nicht so toll.,0
@thegoodemaria as part of your goode job shot you should come hang out here and talk wine.    Thanks for the love.,@thegoodemaria als Teil deines guten Jobs solltest du hier vorbeikommen und über Wein sprechen. Danke für die Liebe.,4
"@ad_infinitum Why yes, I can. The Ultimate Vegan Guide by Eric Marcus: http://bit.ly/rQp7n You can always ask me anything, you know. ","@ad_infinitum Ja, das kann ich. Der ultimative vegane Leitfaden von Eric Marcus: http://bit.ly/rQp7n Du kannst mich immer alles fragen, weißt du.",4
We have $89 in extra GGUI donations and I've been thinking that should go towards IPB. $170 total needed! Can anyone still donate? ,"Wir haben 89 $ an zusätzlichen GGUI-Spenden und ich denke, dass das für IPB verwendet werden sollte. Insgesamt werden 170 $ benötigt! Kann noch jemand spenden?",4
"Watching a progress bar go across the screen. Very, very dull and tedious. ","Beobachten, wie eine Fortschrittsleiste über den Bildschirm läuft. Sehr, sehr langweilig und mühsam.",0
Filling up the paddling pool for the kids. ,Das Planschbecken für die Kinder füllen.,4
is reading through all her AS French stuff just to re jog the old brain ,"Liest all ihre AS-Französisch-Sachen durch, nur um das alte Gehirn wieder in Schwung zu bringen.",4
"@lienaun you must be louis Vuitton, not reebok-in... while you drink that fresca ","@lienaun du musst Louis Vuitton sein, nicht Reebok, während du diese Fresca trinkst.",4
3 short ,3 kurz,0
"In school on my phone again, just got a top up, so warm! Too tired ","Wieder in der Schule auf meinem Handy, gerade aufgeladen, so warm! Zu müde",0
FRESH ! ,FRISCH!,4
Shit! I lost my HK debit card ,Scheiße! Ich habe meine HK-Debitkarte verloren.,0
@DaisyKary I won't be in up north until 15 th. ,@DaisyKary Ich werde erst am 15. im Norden sein.,0
"@YourTheCutest nope, thats what i didnt get to have tonight ","@YourTheCutest nein, das ist es, was ich heute Abend nicht haben konnte.",0
"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. ","Oh nein. Ich habe gerade herausgefunden, warum Cons Skate-Schuhe so schwer zu finden sind. Finanzielle Probleme und von Nike aufgekauft.",0
@anniegxxx can't think of him that way any more  or at least I try not to LOL,"@anniegxxx kann nicht mehr so an ihn denken, oder zumindest versuche ich es nicht LOL",0
I really want to see Boys Like Girls tonight! ,Ich möchte Boys Like Girls heute Abend wirklich sehen!,0
@nanashambles the truth is aku ga tau caranya add contact ,"@nanashambles die Wahrheit ist, aku ga tau caranya add contact",0
@royalshortness submit ,@royalshortness einreichen,4
"my ambience was great this morning, it is full throttle. reading news isn't the usual routine for me. but ok its free ","Meine Stimmung war heute Morgen großartig, es ist Vollgas. Nachrichten lesen ist nicht meine übliche Routine. Aber okay, es ist kostenlos.",4
3 things I need rite now *food **car ***my negra  lol  http://myloc.me/3V2n,"3 Dinge, die ich jetzt brauche *Essen **Auto ***meine Negra lol",4
"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.","@mitchelmusso HEY LOW, Mitchel. Tolle Musik WOOT.",4
"It was verry nice yesterday, she is still here, she is going around 5 PM, I will miss her ","Es war gestern sehr schön, sie ist immer noch hier, sie geht gegen 17 Uhr, ich werde sie vermissen.",0
"@waddling yup am now, complications were had so am home mending now, good to be out of hospital, missing the endless cups of tea tho ","@waddling ja, bin jetzt zu Hause, nachdem Komplikationen aufgetreten sind, gut, aus dem Krankenhaus raus zu sein, vermisse aber die endlosen Tassen Tee.",4
@nikkifirth aren't the 1st morning tweets the most excitables ,@nikkifirth Sind die ersten Morgen-Tweets nicht die aufregendsten?,4
Accompany Zakir to do his passport today 4 cousin wedding on Saturday. Need to eat more.I'm getting thinner again.. 'lol' Stresshead... ,"Begleite Zakir heute, um seinen Reisepass für die Hochzeit seines Cousins am Samstag zu machen. Muss mehr essen. Ich werde wieder dünner.. 'lol' Stresskopf...",4
I had so much fun with Dyson at the races tonight!!.. I'm excited excited about girls night in St.Loius! ,Ich hatte so viel Spaß mit Dyson bei den Rennen heute Abend!!.. Ich freue mich sehr auf den Mädelsabend in St. Louis!,4
i want someone to cuddle with right now. ,Ich möchte jetzt jemanden zum Kuscheln haben.,0
@humhow http://twitpic.com/7dect - HA!Found it! and you! Not a very cute pic of me though.   Looks like I am wiping your nose! LOL. Ha ...,"@humhow http://twitpic.com/7dect - HA! Gefunden! Und dich! Nicht gerade ein süßes Bild von mir. Sieht aus, als würde ich dir die Nase putzen! LOL. Ha...",0
@Rohan_01 You know..it's really sad that u know that ur classmate don't care about you..        sad memories T.T,"@Rohan_01 Du weißt.. es ist wirklich traurig, dass du weißt, dass deine Klassenkameraden sich nicht um dich kümmern.. traurige Erinnerungen T.T",0
I'm 18 almost 19 (May 30th)and have only had sex with 2 girls.... And plus it would make a sweet b-day present ,"Ich bin 18, fast 19 (30. Mai) und hatte nur mit 2 Mädchen Sex.... Und außerdem wäre es ein süßes Geburtstagsgeschenk",4
I think this brilliant performance summarizes my thoughts quite well http://bit.ly/3YTXw  (thanks @lifo ,"Ich denke, diese brillante Leistung fasst meine Gedanken ziemlich gut zusammen http://bit.ly/3YTXw (danke @lifo",4
@mwahmwah_teh Oh that's awful  I hate when you trust someone and they hurt you so much!! Grr!,"@mwahmwah_teh Oh, das ist schrecklich  Ich hasse es, wenn man jemandem vertraut und er einen so sehr verletzt!! Grr!",0
"@bkzzang woh, nothing judgmental here. just a pure guess retrieved from 140. ","@bkzzang Woh, hier wird nichts beurteilt. Nur eine reine Vermutung aus 140 Zeichen.",4
well done http://www.nationalrail.co.uk/ doing an excellent job yet again ,gut gemacht http://www.nationalrail.co.uk/ macht wieder einen ausgezeichneten Job,0
playing some killer basketball with some friends! ,Spiele mit einigen Freunden ein tolles Basketballspiel!,4
Twitpic on twitterberry's not working. Says file type not supported. ,"Twitpic auf Twitterberry funktioniert nicht. Es sagt, dass der Dateityp nicht unterstützt wird.",0
just woke upp .... wanna go back to sleeep ,gerade aufgewacht .... will zurück ins Bett,0
Is lookin 4ward to a long weekend  really dont want to go to work 2day tho =[ x,"Freue mich auf ein langes Wochenende, will heute aber wirklich nicht zur Arbeit gehen =[ x",4
@_Dannii_ OMG GUESS WHAT I'M DRAWING!!! hi ,"@_Dannii_ OMG RAT MAL, WAS ICH ZEICHNE!!! hi",4
@AndrewKungPhoto  nopers... dreadful I know.,"@AndrewKungPhoto nein... schrecklich, ich weiß.",0
grounded ,hausarrest,0
going to the mall to look for a dress. then alexis's sweet 16 party later ! no cell.  ,"gehe ins Einkaufszentrum, um nach einem Kleid zu suchen. Dann später Alexis' Sweet 16 Party! Kein Handy.",0
"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. ","@MissDangerMouse Oh ja! Wo warst du, Mann? Du bist nie mehr bei AIM.",0
@Dog_Crazy we know that  but some 2legs are not so smart ),"@Dog_Crazy wir wissen das, aber einige 2Beine sind nicht so schlau :)",4
Put new strings on my Les Paul  Exam block is best auz. So happy to chill and do nothing but play guitar (L),"Neue Saiten auf meine Les Paul aufgezogen. Prüfungsblock ist am besten. So glücklich, zu chillen und nichts zu tun außer Gitarre zu spielen (L)",4
