text,translation,target
On my way to @wesleyshearer's for breakfast ,En route chez @wesleyshearer pour le petit-déjeuner,4
"Good morning! Feeling a little sNaRkY this morning.  How are you, you, you AND you?  ","Bonjour ! Je me sens un peu mOrDeUr ce matin. Comment ça va, toi, toi, TOI ET toi ?",4
"@gardeninggeeks wow you're my first follower.  I assume that's from my Oprah message. lol.  Anyway, thanks. ","@gardeninggeeks wow tu es mon premier follower. Je suppose que c'est à cause de mon message sur Oprah. lol. En tout cas, merci.",4
Is at home. Bleck. ,Est à la maison. Beurk.,0
gosh i miss junpyo!  gotta hit quiapo for the the BOF dvd! LOL,mon dieu que Junpyo me manque ! je dois aller à Quiapo pour le DVD de BOF ! LOL,0
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note ,J'envoie des ondes négatives à la personne dans un véhicule bleu qui a heurté ma voiture sur le parking de QFC sur Broad et n'a pas laissé de mot,0
@youcollme  I  was going to mention that you probably forgot  but the msg was just too long. I'm jealous you dreamt something wonderful ,@youcollme J'allais mentionner que tu avais probablement oublié mais le message était juste trop long. Je suis jaloux que tu aies rêvé de quelque chose de merveilleux,0
"@RenoJacy Wow, who doesn't love me? Mama doesn't ","@RenoJacy Wow, qui ne m'aime pas ? Maman non plus",0
"@bhaugh Hrm, happy &quot;10,000 days old&quot; day? ","@bhaugh Hrm, joyeux ""10 000 jours"" ?",4
excited that wristcutters is finally on On Demand ,excité que Wristcutters soit enfin disponible en vidéo à la demande,4
"@chickieleighc Lol. Your welcome.   Fifth Element is one of my favorite movies, and well Star Trek.. is Star Trek! ;)","@chickieleighc Lol. De rien. Le Cinquième Élément est l'un de mes films préférés, et Star Trek.. c'est Star Trek ! ;)",4
power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,publicité Puissance : comment gérez-vous les fax ? je veux les recevoir par e-mail. sans tracas. quelqu'un a essayé MyFax ? http://is.gd/LfD3,4
"@BrandenHaydon Yes, I really do. ","@BrandenHaydon Oui, vraiment.",4
@tromboneforhire nooope  its long gone. getting an iphone soon,@tromboneforhire noooon c'est fini depuis longtemps. je vais bientôt avoir un iPhone,0
Following P!nk  (L)(L),Je suis P!nk (L)(L),4
@common Hey !! XOXO ,Salut !! Bisous,4
@cathicks I don't get it. ,Je ne comprends pas.,0
@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,C'est difficile la relation à distance. Huhu. J'ai aussi vécu ça.,0
@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,"ES-TU AU TRAVAIL DEMAIN ?!? mince, le volet de Cathay est très lourd.",0
@radosko He was so sad...tried to hold back tears at one point. ,Il était tellement triste... a essayé de retenir ses larmes à un moment.,0
@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,À quel point c'était génial ? Lol... Je suppose qu'ils étaient bons mais ça pourrait être encore mieux.,0
"Morning. I have messy hair, and it's wet. Time to get dressed. Science, History, R.E and Music exam today ","Bonjour. J'ai les cheveux en pagaille, et ils sont mouillés. Il est temps de s'habiller. Examen de Sciences, Histoire, Éducation Religieuse et Musique aujourd'hui.",4
@CatBickmore Unfortunately Miss Bickmore - me doesnt have iPhone  So couldn't tell thee.. Isn't settings at the tim next to FIND PEOPLE?,"Malheureusement, Miss Bickmore - je n'ai pas d'iPhone donc je ne peux pas te dire... Les paramètres ne sont-ils pas à côté de TROUVER DES GENS ?",0
i finally succumbed to twitter. ,J'ai finalement cédé à Twitter.,4
@csinger4ever I am lost. Please help me find a good home. ,Je suis perdue. S'il vous plaît aidez-moi à trouver un bon foyer.,0
@Rosental  Porto is incredibly beautiful.,Porto est incroyablement beau.,4
Is watchin her burger n chips being cookd lol  x,Je regarde mon burger et mes frites être cuits lol x,4
last tonight show with jay  looking forward to conan ,"Dernière émission de ce soir avec Jay, j'ai hâte de voir Conan.",0
is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,Je vais être tellement triste quand mon ami déménagera à Land O'... surtout que je ne peux pas conduire jusqu'en août à cause de ce pied blessé.,0
Up since 3:00. Going to be a looooong day. ,Levé depuis 3h. Ça va être une très longue journée.,0
I want to see away we go!!! i love you john ,Je veux voir Away We Go !!! Je t'aime John.,4
Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.,Impossible d'accéder à Google en Chine - BOO. Je suppose que je vais devoir utiliser le nouveau www.bing.com de Microsoft. Meh.,0
"Saw the Hawks' Dustin Byfuglien, Kris Versteeg &amp; Colin Fraser out in the neighborhood on this kick ass Thursday morn. Conference Finals ","J'ai vu Dustin Byfuglien, Kris Versteeg & Colin Fraser des Hawks dans le quartier en ce jeudi matin de folie. Finales de conférence.",4
3 words = Weather - Shite - Arrgh!! ,3 mots = Météo - Nulle - Arrgh !!,0
@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,OMG vous avez tout faux ! LOL Je ne ferais JAMAIS ça !!!! Pas Newnue Non !!!,0
@julianzito sharing is caring ,"Le partage, c'est prendre soin",4
@shaundiviney i fucking missed my call! what happens then ,J'ai raté mon appel! Que se passe-t-il ensuite?,0
"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out ","Oui, on ne veut pas ça. Peut-être qu'il ne me serrera plus dans ses bras s'il découvre",0
"Did some Summer cleaning of my computer, removed 12.5GB ","J'ai fait un peu de nettoyage d'été sur mon ordinateur, j'ai supprimé 12,5 Go",4
"@pursebuzz Finally someone admits it! Storyline is unique, but once it was over I felt a little gypped with the casual/nonchalant ending. ","Enfin quelqu'un l'admet! L'intrigue est unique, mais une fois que c'était fini, j'ai été un peu déçu par la fin décontractée",0
figured out the Internet on my new iPod ,J'ai compris comment fonctionne Internet sur mon nouvel iPod,4
once the concert stories start rollin in I might have to go into hibernation ,"Une fois que les histoires de concert commencent à arriver, je pourrais devoir hiberner",0
I think I start loving FriendFeed  http://ff.im/422Be,Je pense commencer à aimer FriendFeed http://ff.im/422Be,4
"@tommcfly tom,i'm freaking out..please reply me! i miss you ","Tom, je panique... s'il te plaît, réponds-moi! Tu me manques",0
I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,Je ne suis pas malade comme @loobydo mais je ne suis pas content - j'ai mal,0
Was up to early this morning - Went to the tip and everything ! Feeling tired now. Feel a relaxing trip to the pub coming on ! ,Je me suis levé trop tôt ce matin - je suis allé à la déchetterie et tout! Je me sens fatigué maintenant. J'ai l'impression qu'une sortie relaxante au pub s'annonce!,4
Its unatural to play a game thatlong. Goodnight. Im really worried about channy ,C'est contre nature de jouer à un jeu aussi longtemps. Bonne nuit. Je suis vraiment inquiet pour Channy,0
"Now I'm going to cook something to my family. I really love cooking and baking. They calm me down, and after cooking or baking I'm happy. ","Maintenant je vais cuisiner quelque chose pour ma famille. J'adore vraiment cuisiner et pâtisser. Ça me calme, et après avoir cuisiné ou pâtissé je suis heureux",4
Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,"Plus grand! Le sac s'est cassé en sautant dans le métro, piégeant ensuite mon pied! J'ai failli perdre ma tong",0
@saturnboy good job!  So pretty ,Bon boulot! Tellement joli,4
"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization","Il faut d'abord obtenir un Mac basé sur Intel, mais cela influe sur le choix entre dual core et quad, ce dernier étant probablement meilleur pour la virtualisation",4
@itsmeleighton hey leighton! how are you? i really like your songs!  you're such a great actress  take care!,"Salut Leighton! Comment vas-tu? J'aime vraiment tes chansons! Tu es une super actrice, prends soin de toi!",4
@TaviGreiner ugh what a pain. It has happened to me many times. ,Oh quel cauchemar. Cela m'est arrivé plusieurs fois,0
time to enjoy what's left of the weekend after a day in work...homemade pizza for tea &amp; cannot wait for a lie in tomorrow ,Il est temps de profiter de ce qu'il reste du week-end après une journée de travail... pizza maison pour le dîner et j'ai hâte de faire la grasse matinée demain,4
Its 6.36pm in the lovely Albany. What time is it over there guys? Love to here from you! ,Il est 18h36 dans la charmante Albany. Quelle heure est-il là-bas les gars? J'aimerais avoir de vos nouvelles!,4
@hillsongunited can't wait to worship with you guys tonight. it'll be so much fun ,@hillsongunited J'ai hâte de louer avec vous ce soir. Ça va être tellement amusant.,4
@ankurjain84 i like to remember it as M goes with M ie Mallory Weiss is the Mucosal tear. Then the other one's the other one. ,"@ankurjain84 J'aime me souvenir que M va avec M, c'est-à-dire que Mallory Weiss est la déchirure muqueuse. Ensuite, l'autre est l'autre.",4
My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),"Mon frère doit me détester. Il n'a pas répondu à son téléphone et il ne m'a pas rappelé. Soit il dort, soit il est au travail. ;)",0
leavin the r-side soon... i'm actually gunna miss it ,Je vais bientôt quitter le côté droit... ça va vraiment me manquer.,0
@Gailporter morning..good for you.. good news on the smile front  ,@Gailporter Bonjour... tant mieux pour toi... bonne nouvelle du côté du sourire.,4
@zaxonate47  kaathaala romba bore adichathu.. athan   hws t hot hot weekend,@zaxonate47 kaathaala romba bore adichathu.. athan hws t hot hot weekend,4
@pretas I'm real good.  How's the biz?,@pretas Je vais très bien. Comment va le business ?,4
yay twitter is back  i'm glad i was only awake for 4 minutes of this maintenance crap.,"Youpi, Twitter est de retour. Je suis contente de n'avoir été réveillée que 4 minutes pour cette maintenance.",4
Belgium's still the same ,La Belgique est toujours la même.,4
@josche LuckyLucky boy. My bf and I broke up...the distance was too much. So happy for you.  Rock that boys world. ,@josche LuckyLucky boy. Mon copain et moi avons rompu... la distance était trop grande. Tellement contente pour toi. Fais-lui vivre un rêve.,4
"@scottrmcgrew I know sleep is so over rated! who needs it, right! ","@scottrmcgrew Je sais, le sommeil est tellement surestimé ! Qui en a besoin, n'est-ce pas ?",4
Taking my sister to the airport ,Je conduis ma sœur à l'aéroport.,0
This is the awkwardest thing ever...he is weird bekki  and needs a shower haha,"C'est la chose la plus gênante... il est bizarre, Bekki, et a besoin d'une douche haha.",0
Sore as helllll... :/ Mothers day though. I'm not a mother... No presents. ,Mal au point... :/ Journée des mères pourtant. Je ne suis pas mère... Pas de cadeaux.,0
Hey @my4brats!  Long time no talk girl! ,"Salut @my4brats ! Ça fait longtemps qu'on n'a pas parlé, ma belle !",4
@VincentWright Yeah. It's not an easy time out there now. Thankfully there are good ppl like @pinkslipped and @pinkGIFT to help! ,"@VincentWright Oui. Ce n'est pas une période facile en ce moment. Heureusement, il y a de bonnes personnes comme @pinkslipped et @pinkGIFT pour aider !",4
Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,On dirait que je ne vais pas être opéré avant la sortie de mon album. Je vais surprendre mon père au travail et déjeuner avec lui ! Joyeux retard pour la fête des pères !,0
I need dinner but I'm still waiting for a fax from work.  Also I have no food. Attn! Need partner who cooks. I am inept. lol,"J'ai besoin de dîner mais j'attends toujours un fax du travail. En plus, je n'ai pas de nourriture. Attention ! Besoin d'un partenaire qui cuisine. Je suis incompétent. lol",0
@JosephLane sorry to read about your grandmother's passing. ,@JosephLane désolé d'apprendre le décès de ta grand-mère.,0
@DebbyBruck beautiful! when children smile the world smiles ,"@DebbyBruck magnifique ! Quand les enfants sourient, le monde sourit.",4
good morning..i woke up to my boo leavin me  wat im i goin to do for like 4 days??? im miss you already,"Bonjour..je me suis réveillé(e) en voyant mon chéri partir, que vais-je faire pendant environ 4 jours ??? Tu me manques déjà",0
Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7,"Tout le monde, allez écouter la chanson de @ItsTyraB ""You givin' me a rush"", c'est incroyable et c'est une version de ""Rush Rush"" de @PaulaAbdul http://bit.ly/3bVs7",4
is taking ESV study bible to church dispite chiropractors recomendations not to  it's big,"Je prends ma bible d'étude ESV à l'église malgré les recommandations des chiropracteurs de ne pas le faire, elle est grande",4
I look forward to joining the revolution ,J'ai hâte de rejoindre la révolution,4
@Akelaa You're welcome! Google Wave Rocks! Can't wait to use it ,@Akelaa De rien ! Google Wave déchire ! J'ai hâte de l'utiliser,4
My poor doggie just had surgery and he is in alot of pain  but we saved his life.,Mon pauvre chien vient de subir une opération et il a beaucoup de douleur mais nous avons sauvé sa vie.,0
@hardik that's one of the downsides of my job. no stock dealing shealing allowed!!! ,@hardik c'est l'un des inconvénients de mon travail. Pas de transactions boursières autorisées !!!,0
@nemoniknemonik About time! ,@nemoniknemonik Il était temps !,4
Also doesn't help that it is an absolutely gorgeous Boston day (mid 70s) AND @stacey_a_allen invited me to her sister's grad party. ,Ça n'arrange pas les choses qu'il fasse une journée absolument magnifique à Boston (milieu des années 70) ET que @stacey_a_allen m'ait invitée à la fête de remise de diplôme de sa sœur.,0
@CicelyElizabeth ok goodnight ,@CicelyElizabeth ok bonne nuit,4
@blueredhead09 have fun!! You'll have to tell me all about it! ,@blueredhead09 amuse-toi !! Tu devras tout me raconter !,4
"going to sainsburys n then cutteslowe after ,by the way this message is sent through txt not web  x","Je vais à Sainsbury's puis à Cutteslowe après, au fait ce message est envoyé par SMS et non par le web x",4
is really taking life hard right now. ,Je traverse une période difficile en ce moment.,0
http://fotolog.com/iheartmarion please?  about marion cotillard â¥,http://fotolog.com/iheartmarion s'il te plaît ? à propos de Marion Cotillard â¥,4
@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas ,"@mikegentile hey beau gosse. C'est malin, tu viens au pays des prostituées quand je suis aux Bahamas",0
@noopman Remote? I prefer to be on site.  There's no substitute for working with people in person,@noopman À distance ? Je préfère être sur place. Rien ne remplace le fait de travailler avec les gens en personne,4
"@jamiefarhat so I'm leaving soon to go to a park with my mum, but when I return we must watch LOST, oh and I'm on episode 11 of BTVS ","@jamiefarhat donc je pars bientôt au parc avec ma mère, mais quand je reviens, nous devons regarder LOST, oh et j'en suis à l'épisode 11 de BTVS",4
Only 1 hour 50 minutes left of work  Better get back to it then ,Il ne reste plus qu'1 heure 50 minutes de travail. Je ferais mieux de m'y remettre alors,0
@janelle30 Or &quot;there&quot; - whatever.  It's bloody early! But insomnia = fresh blueberry muffins for breakfast. Mmm!,"@janelle30 Ou ""là-bas"" - peu importe. Il est sacrément tôt ! Mais l'insomnie = des muffins aux myrtilles frais pour le petit-déjeuner. Mmm !",4
Home from the AWESOME Eddie Vedder show.  Wish I was going tomorrow night too ,De retour du SUPER concert d'Eddie Vedder. J'aimerais y retourner demain soir aussi,0
My throat is still soreeeee  I can't wait until this is overrrrr,Ma gorge est toujours douloureuseeee Je suis impatiente que tout cela se termineeee,0
"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1","Bah! Des choses excitantes de Kimi, dommage qu'il soit plein de carburant #f1",0
Hey the @JonasBrothers are doing a live web chat on May 7th! I'm inviting you! http://bit.ly/14etEe #jonaslive ,Hey les @JonasBrothers font un chat en direct le 7 mai! Je t'invite! http://bit.ly/14etEe #jonaslive,4
@ddlovato sana claus s tru you are so very pretty ,@ddlovato le père Noël est vrai tu es tellement jolie,4
boored and still doesnt get whats TWITTER:someone plss explain to me ,ennuyée et je ne comprends toujours pas ce qu'est TWITTER: quelqu'un peut-il m'expliquer,4
getting ready for work...I'm tired of smelling like fries and looking like I had a fight with a milkshake!! (No not McDonald's hun)  ,je me prépare pour le travail... J'en ai marre de sentir les frites et de ressembler à si j'avais eu une bagarre avec un milkshake!! (Non pas McDonald's chéri),0
@skiNZ_Official woohooooooooooo!! is stalking ya! ,@skiNZ_Official woohooooooooooo!! te surveille!,4
Smiley button badges (RM2.50 for 10pcs) and memo pad (RM2 each). Keep on smiling ,Badges de bouton souriant (RM2.50 pour 10 pièces) et bloc-notes (RM2 chacun). Continuez à sourire,4
"@ work early, emptied the dishwasher, cleaned the kitchen, and made coffee....and its only 10 after 8. ","au travail tôt, vidé le lave-vaisselle, nettoyé la cuisine et fait du café.... et il est seulement 8h10.",4
@mefries Hours lost in the parks   I am so sorry!,@mefries Des heures perdues dans les parcs Je suis tellement désolé!,0
Ok so everytime i read twitter i so want to be a superstar ,Ok donc à chaque fois que je lis twitter j'ai tellement envie d'être une superstar,0
I want to go back to sleep. It would be nice to have someone to bury myself into.  I hope I will have that again soon...,Je veux retourner dormir. Ce serait bien d'avoir quelqu'un pour me blottir. J'espère que j'aurai ça à nouveau bientôt...,0
A great hard training weekend is over.  a couple days of rest and lets do it again!  Lots of computer time to put in now ,Un super week-end d'entraînement intensif est terminé. quelques jours de repos et on recommence! Beaucoup de temps d'ordinateur à passer maintenant,0
"@ktcronier hahaha thanks, Katie! ","@ktcronier hahaha merci, Katie!",4
Kelly Clarkson is actually very smart and funny! such a relief  #fb (watching good news week),Kelly Clarkson est en fait très intelligente et drôle! quel soulagement #fb (regarder good news week),4
A squirrel says to a tree: &quot;I did not store any acorns for the winter so I am dead&quot;. It is funny because the squirrel is dead.  LoL,"Un écureuil dit à un arbre: ""Je n'ai pas stocké de glands pour l'hiver donc je suis mort"". C'est drôle parce que l'écureuil est mort. LoL",4
Still not feelin' this Tweeting thing ,Je ne suis toujours pas fan de ce truc de Tweeter,0
@thegoodemaria as part of your goode job shot you should come hang out here and talk wine.    Thanks for the love.,@thegoodemaria dans le cadre de ton boulot chez goode tu devrais venir ici et parler de vin. Merci pour l'amour.,4
"@ad_infinitum Why yes, I can. The Ultimate Vegan Guide by Eric Marcus: http://bit.ly/rQp7n You can always ask me anything, you know. ","@ad_infinitum Oui, je peux. Le Guide ultime du végan par Eric Marcus: http://bit.ly/rQp7n Tu peux toujours me demander quoi que ce soit, tu sais.",4
We have $89 in extra GGUI donations and I've been thinking that should go towards IPB. $170 total needed! Can anyone still donate? ,Nous avons 89 $ de dons GGUI supplémentaires et je pense que cela devrait aller vers IPB. 170 $ au total nécessaires! Est-ce que quelqu'un peut encore donner?,4
"Watching a progress bar go across the screen. Very, very dull and tedious. ","Regarder une barre de progression traverser l'écran. Très, très ennuyeux et fastidieux.",0
Filling up the paddling pool for the kids. ,Remplir la pataugeoire pour les enfants.,4
is reading through all her AS French stuff just to re jog the old brain ,Relit tout son matériel de français AS pour rafraîchir sa mémoire.,4
"@lienaun you must be louis Vuitton, not reebok-in... while you drink that fresca ","@lienaun tu dois être Louis Vuitton, pas Reebok, pendant que tu bois cette Fresca.",4
3 short ,3 courts.,0
"In school on my phone again, just got a top up, so warm! Too tired ","Encore à l'école sur mon téléphone, viens de recharger, il fait chaud ! Trop fatigué.",0
FRESH ! ,FRAIS !,4
Shit! I lost my HK debit card ,Merde ! J'ai perdu ma carte de débit HK.,0
@DaisyKary I won't be in up north until 15 th. ,@DaisyKary je ne serai pas dans le nord avant le 15.,0
"@YourTheCutest nope, thats what i didnt get to have tonight ","@YourTheCutest non, c'est ce que je n'ai pas pu avoir ce soir.",0
"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. ","Oh non. Je viens de comprendre pourquoi les chaussures de skate Cons sont si difficiles à trouver. Problèmes financiers, et rachetées par Nike.",0
@anniegxxx can't think of him that way any more  or at least I try not to LOL,"@anniegxxx je ne peux plus le voir de cette façon, enfin j'essaie de ne pas LOL.",0
I really want to see Boys Like Girls tonight! ,Je veux vraiment voir Boys Like Girls ce soir !,0
@nanashambles the truth is aku ga tau caranya add contact ,@nanashambles la vérité est que je ne sais pas comment ajouter un contact.,0
@royalshortness submit ,@royalshortness soumettre.,4
"my ambience was great this morning, it is full throttle. reading news isn't the usual routine for me. but ok its free ","Mon ambiance était géniale ce matin, c'était à fond. Lire les nouvelles n'est pas ma routine habituelle. mais bon c'est gratuit.",4
3 things I need rite now *food **car ***my negra  lol  http://myloc.me/3V2n,3 choses dont j'ai besoin maintenant *nourriture **voiture ***ma negra lol http://myloc.me/3V2n,4
"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.","@mitchelmusso SALUT, Mitchel. super musique WOOT.",4
"It was verry nice yesterday, she is still here, she is going around 5 PM, I will miss her ","C'était très agréable hier, elle est toujours là, elle part vers 17h, elle va me manquer.",0
"@waddling yup am now, complications were had so am home mending now, good to be out of hospital, missing the endless cups of tea tho ","@waddling oui je suis à la maison maintenant, des complications ont eu lieu donc je suis en train de guérir, content d'être sorti de l'hôpital, même si les tasses de thé sans fin me manquent.",4
@nikkifirth aren't the 1st morning tweets the most excitables ,@nikkifirth ne sont pas les premiers tweets du matin les plus excitants,4
Accompany Zakir to do his passport today 4 cousin wedding on Saturday. Need to eat more.I'm getting thinner again.. 'lol' Stresshead... ,Accompagne Zakir pour faire son passeport aujourd'hui pour le mariage de sa cousine samedi. Besoin de manger plus. Je maigris à nouveau... 'lol' Stressée...,4
I had so much fun with Dyson at the races tonight!!.. I'm excited excited about girls night in St.Loius! ,Je me suis tellement amusée avec Dyson aux courses ce soir !!.. Je suis très excitée pour la soirée entre filles à St. Louis !,4
i want someone to cuddle with right now. ,Je veux quelqu'un avec qui câliner en ce moment.,0
@humhow http://twitpic.com/7dect - HA!Found it! and you! Not a very cute pic of me though.   Looks like I am wiping your nose! LOL. Ha ...,@humhow http://twitpic.com/7dect - HA ! Je l'ai trouvé ! Et toi ! Pas une photo très mignonne de moi cependant. On dirait que je t'essuie le nez ! LOL. Ha...,0
@Rohan_01 You know..it's really sad that u know that ur classmate don't care about you..        sad memories T.T,@Rohan_01 Tu sais... c'est vraiment triste de savoir que ta camarade de classe ne se soucie pas de toi... souvenirs tristes T.T,0
I'm 18 almost 19 (May 30th)and have only had sex with 2 girls.... And plus it would make a sweet b-day present ,"J'ai 18 ans, presque 19 (le 30 mai) et je n'ai eu des relations sexuelles qu'avec 2 filles... Et en plus, ce serait un super cadeau d'anniversaire.",4
I think this brilliant performance summarizes my thoughts quite well http://bit.ly/3YTXw  (thanks @lifo ,Je pense que cette brillante performance résume assez bien mes pensées http://bit.ly/3YTXw (merci @lifo),4
@mwahmwah_teh Oh that's awful  I hate when you trust someone and they hurt you so much!! Grr!,@mwahmwah_teh Oh c'est horrible Je déteste quand tu fais confiance à quelqu'un et qu'il te fait tellement de mal !! Grr !,0
"@bkzzang woh, nothing judgmental here. just a pure guess retrieved from 140. ","@bkzzang woh, rien de jugemental ici. juste une supposition pure récupérée des 140.",4
well done http://www.nationalrail.co.uk/ doing an excellent job yet again ,bien joué http://www.nationalrail.co.uk/ fait encore un excellent travail,0
playing some killer basketball with some friends! ,je joue à un basket-ball de tueur avec des amis !,4
Twitpic on twitterberry's not working. Says file type not supported. ,Twitpic sur twitterberry ne fonctionne pas. Dit que le type de fichier n'est pas pris en charge.,0
just woke upp .... wanna go back to sleeep ,je viens de me réveiller .... veux retourner dormir,0
Is lookin 4ward to a long weekend  really dont want to go to work 2day tho =[ x,"J'ai hâte d'avoir un long week-end, je ne veux vraiment pas aller travailler aujourd'hui tho =[ x",4
@_Dannii_ OMG GUESS WHAT I'M DRAWING!!! hi ,@_Dannii_ OMG DEVINE CE QUE JE DESSINE !!! salut,4
@AndrewKungPhoto  nopers... dreadful I know.,@AndrewKungPhoto non... affreux je sais.,0
grounded ,punie,0
going to the mall to look for a dress. then alexis's sweet 16 party later ! no cell.  ,je vais au centre commercial pour chercher une robe. puis la fête des 16 ans d'Alexis plus tard ! pas de portable.,0
"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. ","@MissDangerMouse Oh oui ! Où étais-tu, mec ? Tu n'es plus jamais sur AIM.",0
@Dog_Crazy we know that  but some 2legs are not so smart ),@Dog_Crazy nous savons cela mais certains 2pattes ne sont pas si intelligents ),4
Put new strings on my Les Paul  Exam block is best auz. So happy to chill and do nothing but play guitar (L),Mettre de nouvelles cordes sur ma Les Paul. Bloquer l'examen est le meilleur auz. Tellement heureux de me détendre et de ne rien faire d'autre que de jouer de la guitare (L),4
@BeckyFearns hahaha :') okay.. i hopeee you loooose  oh and i pre orderd new jb album  and burnin up book and rolling stone posterr  x,@BeckyFearns hahaha :') d'accord.. j'espère que tu perds  oh et j'ai précommandé le nouvel album de jb et le livre burnin up et l'affiche de rolling stone  x,4
Just got sent home from school for being to far ahead despite missing 3 weeks of school. Woot. ,Je viens d'être renvoyé de l'école pour être trop en avance malgré avoir manqué 3 semaines d'école. Woot.,4
@AutumnAmes sounds great ,@AutumnAmes ça a l'air génial,4
http://pic.gd/7149fe great dinner tonight ... Mozambican prawns    ,http://pic.gd/7149fe super dîner ce soir ... crevettes mozambicaines,4
My nose got sunburned &amp; now its peeling. Ewww ,Mon nez a attrapé un coup de soleil et maintenant il pèle. Beurk,0
"chelsea best show everton whats good, im dreading the barbers if they don't ","Chelsea montre à Everton ce qu'il vaut, j'appréhende le coiffeur s'ils ne le font pas",0
@SingmySorrow i have for itunes.. i can burn you the itunes copy if you want ,@SingmySorrow j'ai pour itunes.. je peux te graver la copie itunes si tu veux,4
"At home, and bored as hell. The Lakers 2-2 ","À la maison, et ennuyé comme jamais. Les Lakers 2-2",0
@jasondilts That's awesome.  ,@jasondilts C'est génial.,4
Sleeping... Finally ,Dormir... Enfin,4
@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,@morrissey2637 Ah d'accord!!! je ne sais même pas ce qui se passe là-bas!! j'ai tellement besoin de lire les nouvelles,0
right after being distracted by @loadingreadyrun 's wiki ive decided to start getting on with some of @weirdo_films video stuff ,juste après avoir été distrait par le wiki de @loadingreadyrun j'ai décidé de commencer à avancer avec certaines des vidéos de @weirdo_films,4
"looking forward to stephen porter and sasha in lush this evening, getting oiled up as i type ","j'ai hâte de voir stephen porter et sasha à lush ce soir, en train de s'huiler pendant que j'écris",4
"@Wossy yeah, and flock of seagulls haircuts ","@Wossy ouais, et les coupes de cheveux en forme de vol de mouettes",4
Off to school on a Saturday! Oh God! Starbucks stop! ,En route pour l'école un samedi! Oh mon Dieu! Arrêt à Starbucks!,4
"@WilliamSledd YAY! WILLIAM! i saw your video and i'm sorry about what happened, i hope it gets better soon ","@WilliamSledd YAY! WILLIAM! j'ai vu ta vidéo et je suis désolé pour ce qui s'est passé, j'espère que ça ira mieux bientôt",4
@I_am_Heather Awesome  Well have fun in NZ!,@I_am_Heather Génial  Amuse-toi bien en NZ!,4
@likeSunday  One needs to go further up the road. It's only a bit farther than where you're at ,@likeSunday Il faut aller un peu plus loin sur la route. C'est juste un peu plus loin que là où tu es actuellement,4
@missannajane ooohh but a GOOD &quot;D&quot; and well worth it!!! Whoever came up with that one is a genius ,"@missannajane ooohh mais un ""D"" de qualité et qui en vaut la peine !!! Celui qui a inventé ça est un génie",4
"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ","Repose en paix Gillybob et Frieda, vous étiez de bons compagnons. Aucun autre poisson ne m'aurait aussi bien compris que vous.",0
"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... ","@Banksyart2 J'ai commencé par envoyer des messages aux nouvelles personnes qui apparaissaient sur l'ancien compte, mais j'ai ensuite pensé que je pourrais aussi remonter le temps...",4
@sampan22 Oh no!! best stick to flipflops tomo  I will LOVE the dvds guarenteed. Me and Gabs have scheduled next sat night in for a festx,"@sampan22 Oh non !! Mieux vaut rester en tongs demain  Je vais ADORER les DVD, c'est garanti. Gabs et moi avons prévu une soirée pour le week-end prochain",4
@MoocherGirl Hi - survey seems working now ,@MoocherGirl Salut - le sondage semble fonctionner maintenant,4
"WOW! Free falling 120 miles per hour in the air from 12,500 feet altitude...  http://snipr.com/je9tb",WOW ! Chute libre à 120 miles par heure dans les airs depuis une altitude de 12 500 pieds... http://snipr.com/je9tb,4
Had so much fun last night. It is a night to remember.  So tired now though. ,J'ai tellement rigolé hier soir. C'est une soirée à se rappeler. Maintenant je suis tellement fatigué.,0
